"Hosebii","(n, unveränd.): Hosenbein (allg.). ‡Hose.",""
"Hosefǜdle","(n, unveränd.): Hosenboden: är het abggää, ds Hosefǜdle isch mù i d Chnöi aikyyt (Volkskalender 1996,60); SYN: Hindergschǜrr. ‡Hose.",""
"Hosefageta","(f, -e): Hosentasche (sds 5,126: Fr Ss); fùr i d Chùucha ùn i d Schuu het mù [d Chappa] zämegwùrschtet ùn i d Hosefagata gschtosse (ms 93); ‡Hose.","[auch Hosefaggeta (sds: Ss) (r) Id 1,712]"
"Hoselaade","(m, -ää-): Hosenschlitz (allg.). SYN: Hoserygla.",""
"Höseler","(m, unveränd.): scherzhaft für kl. Kind, furchtsame, schwache Person: as ischt nùmen a son a Höseler gsy (vs GuC94); vgl. Anhang 1.","[Id 2,1699]"
"Hoserygla","(f, -e): Hosenschlitz mit Reissverschluss (Fr1); ‡Hose. SYN: Hoselaade. ↑ Hosestaḷ, Rygḷ, Gginggùloori.",""
"Hosesack","(m, -e-/-ä-): Hosentasche (sds 5,126: Ta). SYN: Fageta.",""
"Hosestaḷ","(m, -ä-): Hosenschlitz (Ta2). ↑Hoserygla.",""
"Hosetreeger","(m, unveränd.): Hosenträger (Dü Si1 Ss1); ‡Hose. ↑Miederbann.","[auch Hoseträäger (Dü)]"
"Hösli","(n, -eni): ❶ a) kurze Hose; b) Unterhose. ↑Hose. ❷ Blütenstaub, den die Bienen an den Beinen heimbringen: [d Bienleni] chräblen ù chrättle de Blüetestùùb i d Hösli (pm 85); a ganza Schwarm Bieneni mit vougstopfte Honighösleni (aj Rollimoos122); ↑Bieni.","[Id 2,1692]"
"Hoslibueb","(m, -e): Höseler, kl. Junge: ds chly Miiteli ù dr Hoslibueb hii mit anera Pùschela Ruete de Ross müesse d Bräme were (pm 16); vgl. Anhang 1.",""
"Hotäḷ","(n, unveränd.): Hotel (wh 47, 240). ↑Pǜnta.","[auch Hoteḷ (wh: ""neu"")]"
"Hotooli","(n, -eni): Pferd (Kinderspr. / pb S-A). SYN: Ross.","[zu hott, hùtt (r) bodenständig? (r) Id 2,1772: Hotôli (nur Ost-CH); Hotteli (Gugg.)]"
"hötsch"," s. hùtsch.",""
"Hotta"," s. Hùtta.",""
"Höu~/Höǜ~"," s. Höy~.",""
"Houder"," s. Holler.",""
"Houderli·dou"," s. Hoḷderidùm.",""
"Houf","(m, kein Pl.): Hanf (wh 97). SYN: Hamf.","[mhd hanf 'Hanf'; zur Lautung s. Anhang 3.10]"
"Höùgaade","(m, unveränd.): Lagerraum für Heu, bes. in Berg-Bauernhäusern (Ss1). ↑Bǜni.",""
"Houli"," s. Howa.",""
"Höǜptling","(m, -e): a) Häuptling; b) Hauptmann (humor.); SYN: Hùùptma.",""
"houss","(Part.): hau ab, verschwinde! (derb / allg.); houss ab (Gu1 Wü1 Üb2); houss wägg (He1); houss usi (Pl2). • Ra.: houss i Chǜbù (Wü1 Üb1 Gi1 Re1).","[zu howe; urspr. 'hau es ab' (r) Id 2,1804]"
"Housset","(m, kein Pl.): a) Hanf-Saatgut (wh 97 / Thürler); b) weibl. Hanf (Thürler); ↑Hamf.","[† (r) kurz für Houf-saat (r) Id 7,1420; BzH 1932,85]"
"Howa","(f, -e): ❶ Schneide des Messers, Werkzeugs (Üb1 Re1); ↑Lamela. ❷ Gartenhacke (allg.; sds 6,209 / wh 65, 189); SYN: Gaartehouli, Ggjätthouli. ↑Gaarte. ZSS: Rütt~, Pickḷhouli.","[auch Houli (Ta1 Gi2 Ss2 / wh 71, 161), Howega, n (Re1) (r) Id 2,1811]"
"howe","(ghowe/ghüwe): ❶ a) schneiden, abschneiden, zB Haare (sds 7,84 / wh 65); SYN: schnyde. ↑ barte, gnyppe, schnätzle. ZSS: aa~, ab~, uus~. b) abtrennen, zB Tuch, Fleisch (wh 65); SYN: atrene, atschwaarte. ZSS: ab~, vùr~. ❷ sägen, einen Baum fällen (sds 8,135: Ss); SYN: ùmmache. ↑ aschte, ahaschneite. ZSS: ùm~. ❸ (trans.) schlagen, hauen (wh 209); si het mer iis ghowe (Üb2); SYN: schlaa. ZSS: uus~.","[wh u. sds: Ta We Pl Ss geben Partizip ghüüe, ghüwe an, das wohl † (r) Id 2,1804]"
"höwe"," s. höye.",""
"Howega"," s. Howa.",""
"Höwet","(m, -e): ❶ Juli (sds 6,6: Ss / wh 124); SYN: Höymaanet. ❷ Heuernte: so isch ds Höiet ù Jemdet fǜǜr ggange (pm 16); ↑Jemdet. ZSS: Läägerlihöyet. • Ra.: dr wältsch Höuwet mache als Nebenverdienst bei der Heuernte im Jura helfen (pb S-7); ↑Wäḷtschehöyet.","[heute meist Höyet (r) mhd höu-mânet 'Juli', höuwet 'Heuernte'; die Endung beruht ev. auf Vermischung von Maanet und -et, das regelmässig wiederkehrende Bauernarbeiten bezeichnet (s. Sùmmeret ) (r) Id 2,1821]"
"howig","(-er, -scht): scharf geschliffen (wh 76). SYN: schaarf.",""
"Höw·stoffḷ"," s. Höystùffḷ.",""
"Höy","(n, kein Pl.): Heu (allg. / wh 65); Höǜ yytue/uuflaade (wh 25); ↑Jemd. ZSS: Ätz~, Flue~, Ritz~. • Ra.: Höy gnueg aha syy das Mass ist voll: du ischt a du Heu gnueg aha gsi (FN 5.12.1908); ↑(itz isch de) guet.","[auch Heù (wh: See), Heuw (wh: See), Höu (wh), Höǜ (wh) (r) Id 2,1815; Ra.: BE-Wb]"
"Höybǜni","(f, -ene): Heuraum über dem Viehstall (sds 7,137: Gi Ss). ‡Schüür.","[auch Höubǜni (sds: Gi Ss)]"
"Höychrutt","(n, kein Pl.): Gras, aus dem Heu wird: chù ggùgge (...) wy hooi aß ds Höuchrutt ggwachse sygi (pb Ana108).","[auch Höuchrutt (pb)]"
"Höydöri","(f, -ene): ❶ Dürre, sommerl. Trockenheit (Gu1 Üb1 Ta1 Gi2 Pl2 Ss1); ↑Tröcheni. ❷ Gewitterregen, kurzes, intensives Gewitter (SE1 Wü2 Fr1 Ta2 We2 Ss2); ggùgg amaau di Wùuche, das git itzte a Höydöri (Ta1); ↑ Ggwitter, Jööchi, Rään.","[auch Höudöri (We1), Höudǜri (Ta1) (r) urspr. 'Grasmenge, die auf einmal getrocknet wird'; Bed.1 verrät schwindendes Verständnis, Bed.2 ist wohl Umdeutung unter Einfluss von düri 'kaputt' (r) Id 13,1025: 'zum Trocknen liegendes Heu']"
"höye","(g-et): heuen, Heu machen (allg. / wh 65); ‡puure. ↑ graase, jemde, meeje. / ↑Maada1.","[auch höwe (wh)]"
"Höyer","(m, unveränd.): Heuer: a gueta Höier het nün Frenkli ǜbercho fǜr d Wùcha (pm 17); ↑Puur.",""
"Höyer·wärchzüüg","(n, Pl.): Gesamtheit der Heuergeräte (sds 8,183: Gu Dü He We Pl Ss).","[auch Höyerzüüg (sds: Pl), Höywärchzüüg (sds: Gu Dü Pl)]"
"Höyer·züüg"," s. Höyerwärchzüüg.",""
"Höygaarn","(n, unveränd.): gr. Tuch zum Einsammeln von Heu (Re1 Si1 Pl1 Ss1).","[auch Höǜgaarn (Re1 Si1)]"
"Höy·ggǜmper","(m, -e): Heuschrecke (allg.; sds 6,222: Gu Dü Wü Ta He); SYN: Höystùffḷ, Stùffḷ.","[auch Höǜggǜmper (Re1; sds: Dü Wü Ta He), Hiùgùmper (sds: Gu) (r) Id 2,315]"
"Höymaanet","(m, -e): Juli (Üb1 / sds 6,6: Gu UL Fr ML Gi Pl); SYN: Höwet. ‡Maanet.","[Id 4,236]"
"Höy·plüemt","(n, kein Pl.): getrocknete Blütenteile u. Samen des Grases, bes. zum Ansäen u. Verfüttern (Wü1 Üb2 Fr1 Ta1 He1 Re1 Si1; sds 8,30: Gu Wü Üb He Pl).",""
"Höyritz","(m, -e): Bergheu-Wiese (sds 6,82: Ss). SYN: Fluehöy.",""
"Höy·schnägge","(m, unveränd.): Heuschlitten mit zwei Rädern und Kufen (We1). ‡Schlitte.",""
"Höy·schroota","(f, -e): Eisen zum Schneiden des Heus (Üb2 We1 Ss2 / wh 130); ↑schroote.","[Id 9,1684: Schroot ]"
"Höy·schürrli","(n, -eni): Heustadel (sds 7,242: Dü We OL).","[Id 8,1210]"
"Höy·stock","(m, -ö-): Heuhaufen (allg.).",""
"Höy·stùffḷ","(m, -le): ❶ Heuschrecke (He1 We1 Gi1 Si1 Pl1 Ss1; sds 6,222: Üb Fr We OL / wh 52, 182); SYN: Höyggǜmper. ↑ Ggryggi, Piita. ❷ Grasstoppel (Dü1).","[auch Höwstùffḷ (sds: We Pl Ss), Höǜstùffù (Ss1; sds: Üb), Höwstoffḷ (sds: Fr Gi), Höystoffḷ (Gi1) (r) zu ahd stapfol 'Heuschrecke' (r) 2. Einzelbeleg (r) Id 10,1411: Stùffḷ (nur FR), sonst Staffel, Straffel ]"
"Höy·tuech","(n, -tüecher): Tuch zum Einsammeln von Heu (Fr1).",""
"Höy·tùùm","(m, -ǜǜ-): Geruch von gärendem Heu (Pl1).",""
"Höy·wärchzüüg"," s. Höyerwärchzüüg.",""
"Huba","(f, -e): Haube (wh 106, 189); SYN: Hübi. ZSS: Tätsch~.",""
"hùba","(Part.): zur Seite, a) obacht, pass auf (Pl2); b) Befehl an Tiere, hopp: hùùba, hùùba fùr z mälche choe (pb Verse55). • Ra.: hùba Hǜbeli, as chùnt a Tschaùpi (Ta2) / hùba, hùba Pöörtli, as chùnt a Tschaùpi wird gesagt, wenn jmd. stolpert (We1); SYN: achtùnget.","[auch hùùba (pb) (r) Bed.1 unklar, ev. zu obacht!; Bed.2 sicher zu schwzdt loobe!, pat lyôba!  'Lockruf für Kühe' (Id 2,945) (r) fehlt so in Ma-Wbb]"
"Hübi","(n, -eni): Häubchen, zB Kopfbedeckung der Sonntagstracht (wh 72); di mit wisse Hübeni mit Firlifanz u Zottle oder Haargärnle (Sense 1863); ‡Tracht. SYN: Huba. ↑Tschùggḷchappa.",""
"Hùbḷ","(m, -le): Hügel, höckerige Unebenheit (sds 6,60 / wh 52, 55, 182); SYN: Aahööji, Höger. ↑ Gùgḷ, Hööiji. ZSS: Häärd~. • Ra.: hùba Hǜbeli, as chùnt a Tschaḷpi wird gesagt, wenn jmd. stolpert (Ta2).","[auch Hǜbeli (wh 71) (r) mhd hubel 'Hügel' (r) Id 2,948]"
"Hübḷ","(m, -le): ❶ Hütchen (Üb1 We1); ↑Huet. ❷ Kopf (Ss1); nai het er mit amena stùùrne Hübù, wintscha, mit gamege Chnöw müesse ga Chrutt meeije (pb Isi62); SYN: Chopf.","[zu Huuba 'Haube', Bed.2 ev. unter Einfluss von Hùbl übertr. (r) Id 2,950 nur: Hûbe 'Haube der verheirateten Frauen; Mütze; Eisenhaube']"
"hǜbsch","(-er, -escht): ❶ hübsch, schön (allg. / wh 76, 126); [wier] sigi verbürstig, daß di mit Krineline, di mit wisse Hübeni mit Firlefanz u Zottle oder Haargärnle hübscher si (Sense 1863); SYN: schöö. ANT: liid, pùgglet. ↑ aamächerlig, geil, rootbräch, schnusig. ❷ ordentlich: das sy üsri Hüüsli, sufer hǜbsch ùf d Matta gliit (Aeby 47); ↑sufer. ❸ schön, sonnig: as manti ùmmi asmaau hǜbsch z choo (Re1); ↑guete.",""
"hǜbsche"," s. hǜpsche.",""
"hǜbscheli","(meist k. Steig./ zT hǜbscheler): ❶ leise, sachte (allg.; sds 6,113 / wh 76, 130); zwǜsche de mächtige Wydestöck wùha köert mù de Bach, wyn er hǜbscheli zuen ùm sälber teeti brùmmle (pb Isi 35); tue de Feernsee hǜbscheler (He1); SYN: lyyslig, süberli, süüferli. ANT: ruuch. ❷ allmählich (allg.); i ha ùmhi hǜbscheli Buuchwee ù Hiimwee ùberchoo (Aeby 26); SYN: langsam. • Ra.: hǜbscheli mache vorsichtig gehen (Dü2); ↑tüüssele.","[auch hǜpschli (Üb1 Re1; sds: Üb / wh) (r) mhd hövesch-lich, hübesch-lich 'dem Hofe gemäss; sachte' (r) Id 2,96]"
"Hǜdeler","(m, unveränd.): unseriöse, sorglose Person (Dü1 Fr1 He1 We1 Gi2 Re1 Si1); vgl. Anhang 1. ZSS: Ùma~.","[zu Hùdḷ (r) Stalder]"
"Hùdi","(m, -eni): ❶ abschätzig für unseriöse, unbeständige Person (Wü1 Üb1 Ta1 Gi1 Ss1); vgl. Anhang 1. ❷ Übername: Hùdis Tschang het iinisch z Mittag welen as Häpperebrägeli mache (Kolly 54).","[auch Hǜdi (Wü1 Ta1) (r) zu Hùdḷ (r) Id 2,1001: 'Pechvogel, gutmütiger Mensch']"
"Hùdi·lùmp","(m, unveränd.): abschätzig für unseriöse, liederliche Person (Pl1). vgl. Anhang 1.","[Id 3,1278: 'verarmter, liederl. Mann'; 'Lumpensammler']"
"Hùdḷ","(m, -le): ❶ Lappen, a) Taschentuch (Ta1); SYN: Schnutzlùmpe. ZSS: Schnutz~. b) Reinigungstuch, Waschlappen (wh 147, 157); SYN: Hùdḷwǜǜsch, Lùmpe, Wǜǜsch. ↑Gäscher. ZSS: Abwäsch~, Wäsch~. ❷ zerlumptes Kleid (pb S-7); ↑Bchliidig. ❸ Nichtsnutz, Lump (Baeriswyl); as git nüüt Schöenersch, as wen as par Hùdle zäme sy (pb S-7); vgl. Anhang 1. • Raa.: z Hùdḷ ù z Fätzes völlig zerfetzt (Pl1); ↑Gfotz. / ↑lieberment. • as Gsicht mache wyn as Pfùnn Hùdle unzufriedene Miene aufsetzen (pb S-1a).","[Dim. Hǜdeli (allg.) (r) mhd hudel 'Lappen' (r) Id 2,995]"
"hùdle","(g-et): ❶ zerreissen, a) zerfetzen (Ta1 / wh 29, 157); ↑vùrschryysse. ZSS: ar~. b) zurechtweisen, auslachen (übertr. / Üb2); SYN: chriege. ZSS: uus~. ❷ rennen, a) kindisch herumtollen (He2 We1 Si1 Re1 Ss1); zmoenerisch namittag (...) da hùdlet der Bueb dùr ds Doerf (Kolly 59); ↑springe. b) zu schnell rennen, stürzen (Wü2); ↑flädere. ❸ liederlich leben, a) alles Geld verbrauchen, blau machen (Gu1 UL1 Wü2 He1 OL1 Gi2 Si2 Pl2); ↑zylendere. ZSS: ùma~, vùr~. b) unsorgfältig arbeiten (Dü2 We2); ↑schǜble. ❹ lang, stark regnen, schneien, stürmen (Dü2 Wü1 Üb1 Fr1 Ta2 We1 Si1); SYN: strubuusse.","[auch hǜdele (pk) (r) zu Hùdḷ; in den Wbb. nicht belegt sind Bed.2, die ev. aus Bed.4 abgeleitet ist, u. Bed.3.a), die ev. von 3.b) herrührt (r) Id 2,993/1002; dwb]"
"Hùdler","(m, unveränd.): Lumpensammler (wh 22); mys Pluusli isch fùr ùm Hùdler schier (pb Verse 46); ‡Pruef.",""
"Hùdle·trätscher","(Pl.): Übername für die Bewohner von Marly, Mertenlach (Id). vgl. Anhang 1.","[† (r) in Marly bestand v. 1474-1921 eine der ältesten Papiermühlen der Schweiz; Papier wurde aus Lumpen hergestellt (r) Id 14,1558: nur FR]"
"Hùdḷ·hüeti","(n, -eni): verlotterter, alter Hut: mit grobe Schue, gkaschtete Hemmli ùn as vertrischaaggets Hùdelhüeti (pm 103); ↑Huet.",""
"Hùdḷ·rùpf","(m, -ǜ-): von alten Lumpen hergestellte Fäden (pk 1980,12).","[zu Hùdḷ + rupfen 'rupfen, zausen' (r) Id 6,1202: 'aus alten Wollfäden hergestelltes geringwertiges Tuch' (BE, SO)]"
"Hùdḷ·wäsch"," s. Hùdḷwǜǜsch.",""
"Hùdḷ·wätter","(n, unveränd.): Schlechtwetter: zùm Ggùgger, wy chùsch de dù i däm Hùdùwätter i ds Bodehouz wùha? (ms 112); ↑Ùwätter.",""
"Hùdḷ·wǜǜsch","(kein Pl.): ❶ Fetzen, zum Fegen, Putzen, Herstellen von Putzlappen (Fr1 Ta1 Re1 Si1 Ss1); SYN: Hùdḷ. ❷ Wäsche des schmutzigsten Waschguts (Üb1 He1 We1 Si1 Pl1); ↑Wäsch. • Ra.: i blyybe as kiis Schwyneschwänzli lengs mee i där Hǜtta ine fùr dr Hudelwǜsch z mache Dreckarbeit verrichten (vs GuC62f).","[auch Hùdḷwǜsch (Fr1), Hùdùwǜsch (Dü1 Wü1 ML1 Si1), Hùdùwäsch (Re1 Pl1), Hùdùwösch (Üb1) (r) 1. zu Hudel + Wǜǜsch; 2. zu Wäsch; an Wǜǜsch angeglichen]"
"Hueff","(n, -e/unveränd.): Huf (allg. / wh 182); ‡Ross, ‡Wǜḷd. ↑Taḷpe.",""
"Huen","(n/f, Hüener): ❶ Huhn (allg.; sds 8,93 / wh 167); a blǜni Huen chan o as Chäärneli fǜne (Aeby 14); Wyybervolch, Hüener ù alti Welo (Gi1); ‡Gflǜgḷ. SYN: Bybyy, Gglùggera, Pulatscha, Pytta, Pyttela. U-BEGRIFFE: Ggüggḷ, Pytteli. ↑Pfǜffi. ZSS: Trut~. • Ra.: iim d Hüener yytue zurechtweisen (Gi1 / pk); ↑chriege. ❷ übertr. a) abschätzig für Frau (He1); b) unordentliche Frau (Üb1); SYN: Hüenera. vgl. Anhang 1.","[Dim. Hüenli (r) Id 2,1370: in FR neutr.; sds: in FR fem.; Befr.: beides]"
"Hüenera","(f, -e): Frau, die alles liegen lässt, verliert (Üb1). SYN: Huen.",""
"Hüener·daarm","(m, -ää-): Vogelmiere, Stängel mit weissen Kronblättern (Ta1 / Thürler). ‡Meie.","[BzH 1932,90]"
"Hüener·färich","(m, -e): Hühnergehege (Dü2 Fr1 Pl2). SYN: Traatfärich.",""
"Hüener·gschüüch","(n, -er/-eni): Vogelscheuche (sds 6,217: Ss).","[verkürzt aus *Hüener-vogel-gschüüch 'Scheuche für Habichte' (sds); zu mhd schiuhe 'Scheu, Abscheu; Schreckbild' (r) Id 1,694 nur: Hüenervogḷ; Id 8,123 nur: Vogelschüüch, Gschüüch, Vogelgschüüch ]"
"Hüener·hutt","(f, -ü-): Gänsehaut (Si1; sds 4,57: Fr Pl). SYN: Göysehutt.","[import. aus BE (r) Id 2,1776]"
"Hüener·staḷ","(m, -ä-): Hühnerstall, Hühnerhaus: wy z Santoni ùne de Fùchs a ganza Hüenerstau usgrùùbet hät (fa Religion).",""
"Hüener·ùùg","(n, -e): Hühnerauge am Fuss (allg2). SYN: Agerschtenùùg.",""
"Hüener·vogḷ","(m, -le): ❶ Habicht, Mäusebussard (allg1 Gu2 Dü2 Üb2 Ta2 We2 OL2 / wh 131); zwee Hüenervogle [hii] wyt obe i dr Lǜfti langsam z ringsetùm [gspyoniert] (aj Rollimoos115); ‡Vogḷ. SYN: Moosbutz, Möysebussaar. ❷ Milan, Tagraubvogel mit Gabelschwanz (Si1).","[älter (r) Id 1,694]"
"Hüenli","(n, -eni): kl. Huhn, Küken (sds 8,95: Gu Wü Üb Fr ML Gi Ss / wh 176). SYN: Pytteli.","[Id 2,1370]"
"Huera","(f, -e): Hure, Prostituierte (derb); euwa ander Bueb, wa sîs Gut mitte Huere het dürhi ghebe (Stalder 1819: UL); SYN: Schlǜǜpfa.",""
"Huer·achs"," s. Wuerachs.",""
"huerti"," s. hùrti.",""
"Hueschte","(m, kein Pl.): Husten (Üb1 Fr1 ML2 Gi2 Si2 / wh 156); SYN: Wueschte. ↑Ggoggelüsch.",""
"hueschte","(g-et): husten (wh 156). SYN: wueschte.",""
"Hueschte·guetzi","(n, -eni): Hustenbonbon (Gu SE). ↑Tokterrùschtig.","[auch Hueschteguetzli (Fr1; sds: Gu), Hueschteuetzeli (Fr2) (r) Id 2,554]"
"Hueschte·syrupp","(m, kein Pl.): Hustensaft. ↑Tokterrùschtig.","[Huus-Rezäpt 52]"
"hueschtig","(-er, -scht): hustend, an Husten leidend (Dü1 Wü1 Ta1 He1 Re2 Pl1 Ss / wh 75). SYN: wueschtig.","[Adj. veraltet, doch h-Anlaut neuer]"
"Huet","(m, Hüet): Hut (allg. / wh 72); ‡Bchliidig. U-BEGRIFFE: Ggoggs, Schǜrbi, Tschäber, Tǜber, Zylinder. ↑ Gùgḷ, Hübḷ. ZSS: Fiḷzhüeti, Finger~, Hoḷzer~, Hùdḷhüeti, Pfaffehüetli, Räge~, Strou~, Sùmmer~, Tschǜǜrpi~, Yse~, Zùcker~. • Raa.: ds Hüeti näbedrann haa betrunken sein (Pl1) • Ööḷ am Huet haa betrunken sein (Wü1 Ta1 Gi2 Ss1); ↑psùffe.","[Dim. Hüeti (Pl1 / wh; pm)]"
"hüete","(g-et): ❶ hüten, aufpassen, schützen (allg.; sds 5,8: Gu Dü Üb Pl Ss / wh 210); dese hät ne of sys Landguet gschickt, for d'Schwî z'hüete (Stalder 1819: OL); SYN: gùùme. ❷ ruhen, im Bett bleiben: ds Bett hüete (Ta1).","[Id 2,1794]"
"Hüetlera","(f, -e): Hutmacherin (wh 189). ‡Pruef.","[zu Huet (r) Id 2,1793: nur BE, FR]"
"Hùft","(f, Hǜft): Hüfte (allg. / wh 101, 177, 187); SYN: Hùùf. ↑Becki.","[auch Hǜft (neu / Gu2 UL2 Fr Ta He2 Re2 Si) (r) mhd huf, f 'Hüfte']"
"Hǜfta","(f, -e): Hippe, Gertel (Dü1 Üb1 je passiv; sds 8,157: Fr). SYN: Wǜfta.",""
"hùi"," s. he.",""
"hüje"," s. hüüe.",""
"hulaanere","(g-et): lärmend, übermütig herumtollen, laut feiern (Gu2 Dü2 Üb1 Fr2 Ta2 Si Pl2); mit de jùnge Flegle va Pùùrschte ghylaaneret (aj Rollimoos86); ↑ rybotte, sawatte1, spöḷke, zylendere. ZSS: ùma~.","[auch hylaanere (aj) (r) wohl zum Ruf schwzdt holla; ev. Einfluss von frz houleux 'tumultös' (r) fehlt so im Id; vgl. BE-Wb; SI-Wb]"
"Hulaaneri","(m, -eni): ziellos rumhängende, sorglose Person (Si2 Pl1). vgl. Anhang 1.",""
"hǜḷbig","(-er, -scht): ❶ a) windgeschützt, mild, trocken (allg1 Wü2 Üb2 He2 Gi2 Si2 Ss2 / wh 49, 94); SYN: mǜḷt. ↑ bysa·ab, lùft·ab. b) angenehm warm, sonnig (Üb2 Fr1 Ta2 Re2 Si1); ↑ hiimelig, waarm. ❷ Grussformel: a Hǜuba etwa: schönen Tag, machs gut (Dü2 We2).","[auch hiubig (Gu1), hǜub (Ss2) (r) zu mhd hëln 'verbergen', vgl. hochdt (ver)hehlen; Bed. von 'verborgen' zu 'geschützt' verschoben (r) 2. junger Gebrauch alter Wörter (r) Id 2, 1244: hilbig 'windgeschützt' (nur FR)]"
"Hǜḷf","(f, -e): Hilfe (wh 173, 187).",""
"Hǜḷsa","(f, -e): runder, oberster Teil des Kamins (Fr1); ↑Chemi.","[Fachwort Dachdecker (r) zu hochdt Hülse (r) Id 2,1214]"
"Hùḷtscha","(f, -e): Schale von Kartoffel, Obst, Erbse, Bohne, Zwiebel, etc. (allg.; sds 6,153, 180, 198, 203 / wh 27, 54, 94, 150); ‡Frùcht, ‡Häppera. SYN: Hutt, Hüüt, Schaala, Schinti. ↑ Chrǜǜsch, Fäḷbe, Grichḷ. ZSS: Chöschti~, Häppere~. • Ra.: Häppere i de Hùḷtscha Pellkartoffel (Wü Ta2 He2 Gi Re Pl2); ↑Häpperehùḷtscha.","[auch Hùutscha (sds: Wü Üb Fr He We / wh), Hiutscha (sds: Gu), Hǜùtscha (Gu Dü2 Üb2 Fr1 Ss1; sds: Gu Dü Üb) (r) ahd hulisa, hulsca 'Hülse' (Kluge) (r) Id 2,1215]"
"Hǜmel-ùnd-Äärde","(n, kein Pl.): zu Eintopf gekochte Äpfel und Kartoffeln (He1 We1).","[auch Zwǜsche-Himel-ùnd-Eerde (We1)]"
"Hùmḷ","(m, -le): Hummel (Gu2 Wü2 Üb2 Fr2 ML2). SYN: Brùmḷ.","[Dim. Hùmeli (Fr2) (r) neu]"
"Hǜmḷ","(m, -le): Himmel (wh 91), a) Himmelsgewölbe (allg.); han'is o khört chlöpfe gschlichti gägen under um Himmel ahi (FN 29.12.1908); TEILE: Maa2, Stäärn, Sùna, Wùḷcha. b) Sitz der Gottheit, Jenseits: im Hǜmḷ syy tot sein; selig, glücklich sein (Fr1 Gi2 / pb S-1b); ANT: Höḷ. ↑Fäggfüür. / ↑ gglandrig, toot. c) Gott selbst: e ha gägum Hümel o gägen-n-öch gsündeget (Stalder 1819: UL); d) Tragedach bei der Fronleichnams-Prozession (Üb1 Ta1); ↑Härgottstaag. • Raa.: ùm ds Hǜmḷs Wǜle Ausruf des Erschreckens, der Hoffnung: as soll's doch de um Hümmels Wille nieme's dm Josi übel ufnäh (FN 11.2.1911); ùm ds Hǜmùs Gottswǜle (Ta2 Re2); ↑nüüschte. • dù chùnsch no z spaat i Hǜmḷ kommst immer zu spät (We1).","[Id 2,1293; Stalder: 'Decke über etwas', zB 'innerer, gewölbter Teil des Munds' (WS); Trachten 84]"
"Hǜmḷ·fart","(f, -e): Fest Christi Himmelfahrt (Ta1). SYN: Uffart.",""
"Hǜmḷs·güegeli","(n, -eni): ❶ Marienkäfer (Gu Üb He Pl2 Ss1; sds 6,227: Gu We); SYN: Härgottsgüegeli. ❷ Glühwürmchen (sds 6,228: Pl); SYN: Glüechäferli.","[auch Himùsgüegeli (Gu1; sds: Gu) (r) Id 2,162]"
"Hǜmḷ·spǜḷ","(n, unveränd.): Himmel und Hölle, Kinderhüpfspiel (We2). ↑hüpserle.",""
"Hǜmḷs·ziiche","(n, unveränd.): Tierkreiszeichen (Re1 Ss1); ↑Stäärn. • Ra.: ali Hǜmḷsziiche flueche beim Fluchen Engel u. Teufel anrufen (Ta1 We1); het gfluechet ù gmentet, ali Hǜmùsziihe (pm 94); ↑flamente.","[fehlt in Ma-Wbb]"
"hǜmḷ·truurig","(k. Steig.): a) sehr traurig: as git o Fäll, wa hǜmeltruurig sy (pm 9); b) schlimm, erbärmlich: was dù gmacht hesch, isch hǜmùtruurig (Pl2); ↑lingg.","[Id 14,1293: BE, FR]"
"hǜmmle","(g-et): sterben (derb / He1 Pl1); asmal im Herbscht het di alti Giis wöle hǜmmle (pm 38); SYN: stäärbe.","[zu Hǜmḷ (r) Id 2,1294]"
"Hùmpe","(m, -ǜ-): Humpen, Bierkrug, ev. mit Deckel (Dü2 Wü2 Üb1 Ta We2 Gi1 Si Ss1); ↑Gganett. ZSS: Pier~.","[auch Hùmpù (Ss1)]"
"hǜmpe"," s. himpe.",""
"Hǜmpeler","(m, unveränd.): ❶ Kleinbauer (Gu1 UL1 We1 Re1 Si1); ‡Puur. SYN: Hǜmpelipuur. ❷ abschätzig für a) hinkende Person (He1 Si1 Pl1 Ss1); b) dummer Kerl (He1 Ss1); c) faule Person ohne Ehrgeiz (Fr1); was hescht dù mier denù fùr na Hǜmpeler gschǜckt? (vs GuC73); vgl. Anhang 1.","[auch Himpeler (Gu1 Ss1), Hǜmperli (Üb1) (r) Id 2,1302]"
"Hǜmpeli·puur","(m, -e): Kleinbauer, mit nur einer od. zwei Kühen (Ta1). SYN: Hǜmpeler.",""
"hùmple","(g-et): hinken (neu / He2 Gi2 Re). SYN: gnoppe.",""
"hùnderg","(Pron.): Zahl hundert (Gi1 Pl1 Ss1 - alle passiv / wh 30, 155, 195); hùnderg ùn iis hunderteins (wh 195); SYN: hùndert.","[prakt. † (r) Endung wohl nach anderen Zahlen wie zwenzg oder tuusig (wh 155) (r) sds 3, 249]"
"hùndergschti"," s. hùndertscha.",""
"hùndert","(Pron.): Zahl hundert (allg. / wh 195); SYN: hùnderg. ↑Zaaḷ. • Ra.: nit ganz hùndert beschränkt, dumm (neuer / Gu1 Ta2 He2 Si1 Ss1); ↑gùùch.",""
"hùnderterlei","(Pron.): allerlei, vielerlei: Stärnli ù Bennli, Ggloschli, Hosen ù Stǜfle, mengs hùnderterlei (pm 45); ↑mengergattig.",""
