"a1","(Part.): an, dicht bei (wh 169); gät um a Ring a sî Finger o Schuo a d'Füeß (Stalder 1819: UL); an a Zunn (wh 194); a de Tiechsla (Dü1); SYN: aan. • Raa.: ann ùd wann hie und da (Ta1 Gi1); wägen är het o ann ùd wann a böesa Chopf (pb Isi17); ↑aḷbeniinisch. • a mer, a mier an mir, an mich, mein (wh 134, 165).","[auch an1 (vor Vokalen)]"
"a2","(Art.): eine, einer; Nom. od. Akk. mask. od. fem. (allg. / wh 134, 169); fùrn a Wann vor eine Wand (wh 194); an Iigelega ein Empfindsamer, Heikler (wh 19); het gfragt ebi a Fürtüfel bimer hege (FZ 22.3.1892); vgl. Anhang 2.","[auch an2 (vor Vokalen)]"
"ä"," s. äär.",""
"a bitz","s. bitz.",""
"a Blätz","s. Blätz.",""
"a Gueta","s. guet.",""
"a jedes","s. jeda.",""
"a kina","s. kina.",""
"a kis","s. ki.",""
"a newes","s. nöwis.",""
"a wee","s. wee.",""
"aab"," s. ab.",""
"Aabe","(m, -ne/-te): Abend (sds 6,13 / wh 169, 183); i mache aube graad a Pfaneta Thee am Aabe (Üb1); ‡Taag. ZSS: Für~.","[Id 1,134]"
"ääbe","(-ner, -nscht): eben, flach (wh 104, 128); SYN: ääbesawägg, flach. ZSS: blatti~.",""
"ääbedsi"," s. ääbezi.",""
"Ääbeni","(f, -e): Ebene (wh 128).",""
"aaber","(-er, -scht): aper, a) schneefrei, zB auf Stras-se, Wiese (allg1 ML2 OL2; sds 6,59: SE / wh 58, 138); b) abgeweidet, graslos (Gu1 Ta2 We1).","[auch eeber (sds: Pl / wh), aaper (Fr1 Ta2) (r) zu mhd âber 'trocken u. warm nach Nässe u- Kälte' (r) Id 1,39]"
"aabere","(gg-et): aper, schneefrei werden (Gu1 SE1 Üb2 He2 We2 OL2; sds 6,59: Gi Ss / wh 211); ‡wättere. ↑ schmöḷze, trochne.","[zu aaber (r) Id 1,39]"
"Aabesitz","(m, -e): Zusammensitzen der Nachbarn am Abend (sds 5,17: Ta); SYN: Chǜḷt. • Ra.: z Aabesitz gaa (sds: Ta).","[Id 7,1726]"
"ääbes·awägg","(Part.): a) flach, ohne Höhendifferenz (wh 180); SYN: ääbe, ääbezi. b) flach, bis auf die Wurzeln, zB abschneiden (wh 180).",""
"ääbe·voḷ","(k. Steig.): a) randvoll: dù lieba, gueta Santi Klous, hesch ds Hùttli ùmi ääbevous (ms 83); b) betrunken (Ta2).",""
"ääbezi","(Part.): flach, ohne Höhendifferenz (pb S-7). SYN: ääbesawägg.","[auch ääbedsi (Volkskalender 1996,59) (r) ev. aus *ääbe-zùy (wie hinder-zùy) od. analog zu Wörtern wie hindertsi ]"
"aabfaare"," s. abfaare.",""
"Ääbi","(m, -eni): ❶ Efeu (He1); ‡Studa. SYN: Eföy. ↑ Bùchs, Immergrüen, Zesibùùm. ❷ Familienname Aeby.","[ahd abah 'Efeuranke' (r) Id 1,43: Ebi (BE-See); Ebe (BE, LU); Bosshard 1978,236]"
"aabine","(-pùne): a) anbinden, binden (sds 8,37); det wa dr Heiland an ara Stùùt aapùnna isch (pb Isi26); SYN: aazittere, yybine. b) gebunden sein: i verdiene mee, has mǜnder bös ù bǜ nit a so aapùnna kann machen, was ich will (übertr. / pb S-8).",""
"aablüeme","(-plüemet/-t): säen, anpflanzen, zB Klee: är het im Hörbscht frǜsch aaplüemt (Gu1 Üb1); ‡pflanze.","[zu Blueme in Bed. 'Blühen, Blüte des Grases', vgl. Höwblueme (r) Id 5,94]"
"Aabrele"," s. Abrele.",""
"aabrentele","(-prentelet): a) anbrennen (Haas: Pl); ↑vùrsprätzle. b) verbrannt riechen (Haas: Pl; pk).","[auch aabräntele (pk)]"
"aabrüele","(-prüelet): anherrschen, anschreien (Ta1 Gi1 / wh 168). ↑sandutte.","[auch aambrüele (wh)]"
"Aabsatz"," s. Absatz.",""
"aabtechle"," s. abtechle.",""
"Aab·rächeta"," s. Abrächeta.",""
"aachammle","(-gchammlet): immer wieder zu überreden versuchen: näy tüe si [= d Vùriine] iim aachammle byzträtte (fa Josi13); SYN: aaranze.","[ev. zu Chammla (r) fehlt in Ma-Wbb; nur Id 3,298: kambeln 'Wolle kämmen; mühselig arbeiten']"
"aache","(gg-et): stöhnen der Kuh, wenn sie vollgefressen ist, mühsam verdaut (sds 8,23: Pl). SYN: pyyschte.","[mhd achen, achzen 'ach sagen, ächzen'; zur Interj. ach! (Id) (r) Id 1,65: 'jammern' (BE)]"
"aachoo","(-choo): ankommen (allg.); we dî Sohn âchont, der met de Schlööpfe alls verhodlet hät (Stalder 1819: OL).",""
"Aadera","(f, -e): Ader, Blutgefäss (wh 127, 189); ↑Bluet. ZSS: Bluet~, Schlaaf~, Schlaag~, Spann~. • Ra.: procheni Aadera Krampfader: we si scho am Morge iiras prochene Aadere mit elastische Bine yypùne het (pb Isi23).",""
"aafaa","(-gfange): anfangen, beginnen (Wü2 Gi1 / wh 168); aafaa bätte (wh 206); se hei agfange se lustig z'mache (Stalder 1819: UL); afa triiche zu trinken beginnen (ms 123); faa nùme aa (pk); SYN: aariise, aggǜne, looslaa.","[auch aamfaa (wh), afa (unbetont: ms)]"
"Aafaḷ","(m, -ä-): Anfall, zB Tobsuchts-, Schmerz-, epileptischer Anfall: mit zweine erwachsene Miitleni, wa ging dr Aafall ǜberchoe hi (pm 69); ↑Wee.",""
"aafüüre","(-gfüüret): ❶ Feuer entfachen (Gi2); ❷ Mannschaft anfeuern, unterstützen (Wü1 Ss2); SYN: fääne.",""
"aafygge","(-gfygget): plagen, necken, bes. wenn betrunken (derb / Pl2). ↑höḷke.",""
"aagaa","(-ggange): ❶ betreffen. ❷ a) angehen, anpacken: im Wyybärg ääne giit de Läset an (ms 42); ↑zùyspringe. b) anstellen: eppis jùscht aangaa (ar).",""
"aagää","(-ggää): ❶ anschieben (allg.); ❷ a) angeben, prahlen: hooj aagää (Fr1); SYN: plodere. b) einen Bären aufbinden (Gu1); hii se mer nùmen epis Flaags welen aangää? (pb Spät112); ↑lǜǜge. ❸ bellen vom Hund, markieren: i de Necht, wan es gstǜǜrmt het (...), denn het er aaggää (pb Spät116); ↑brüele.","[auch aangää (pb)]"
"aagänds"," s. aageends.",""
"aagattige","(-ggattiget): a) anpacken, erledigen (Gu1 Wü1 Üb1 We1 Si1); is gschyd aagattige (Si1); we dù s nit ganz lätz aagattigesch, sù chasch tù s no zù epis bringe (pb Verse32); SYN: aatiigge, arangschiere. ↑aariise. b) vorbereiten, bereitstellen (Dü1 Ta1 Gi1 Re1 Ss1); SYN: kane. c) Zeit finden, verabreden (He1); SYN: mödele2. ↑abrede. d) etwas von anderen übernehmen, aneignen (Gi2).","[veraltet (r) zu gattige (r) Id 2,503; dwb; Meyer 1960,204]"
"aageends","(Part.): a) anfangs, zu Beginn (Gu1 Wü1 Si1 / wh 57); aageends Ùùgschte anfangs August (Wü1); b) bald, demnächst, gleich (UL1 Fr1 He1 We1 Gi1 Re1 Pl1 Ss1); ↑denù.","[auch aangeends (Dü1 Pl1), aageehends (Gi1), aagäänds (Gu1), aagänds (Üb1 He1 Re1) (r) veraltet (r) aus *aan-gäänd-s, Adverb mit der ehemaligen Genitiv-Endung -s; nach dem Vorbild zB von abend-s; Umlaut aufgrund der alten Flexionsweise der Partizipien (r) Id 2,19: 'anfäglich; bald']"
"aagfrässe","(-ner, -nscht): begeistert, fast süchtig: är sygi a aagfrässna Jasser (Dü2).",""
"aaggǜne"," s. aggǜne.",""
"aaggliit","(-er, -escht): ❶ angezogen, bekleidet (allg.); ANT: näcketblùtt. ❷ Bezeichnung für die hohen, bebilderten Spielkarten beim Jassen: i ha nit ii Aaggliiti ghääbe überhaupt keine Bildkarte (Dü1 Ta2); ↑jasse.",""
"aaggùgge","(-et): anschauen (allg.); [de Pfaarer het] nis füürhagùtùùba ù mit stächigen Ùùgen aaggùgget (aj Alergattigs26); luen aaggùgge (pm G); ↑ beobachte, gschowe, lǜschterle, mùschtere, zueggùgge. • Ra.: epper leng aaggùgge a) lang anschauen, nachblicken (Üb He We1); b) über rascht, skeptisch, nachdenklich, träumend, streng anschauen (allg. ohne Fr2 We1 Re1); d Mueter ggùgget si leng aan (pb Verse34); ↑aastuune.",""
"aagnääm","(-er, -scht): angenehm, von Dingen u. Personen (allg.); SYN: chomlig. ↑ ggattiget, hiimelig.",""
"aagspanet","(-er, -scht): gespannt: ganz aagspaneta list är wytter (ar 47); ↑spane.",""
"aahaa","(-ghääbe): ❶ trans., jmdm. etwas anhaben, antun (wh 29); ❷ intrans., tragen von Kleidern (wh 29).","[auch aanhaa (wh)]"
"aahässele","(-ghässelet): anherrschen, schlimm behandeln (Re2). ↑sandutte.",""
"aaheiche","(-gheicht): ❶ etwas anhängen. ↑aaschwenze. ❷ Schimpfnamen geben: «Schwarza Pänteler» [= Mönch] hät er am Seppili aagheicht (fa Religion). • Raa.: ds Muuḷ aaheiche (Dü2 Gi2 Si2 Pl2); dùm Puur het er by jedùm Ggyx gfrääset ù ds Muul aangheicht (pb Isi58) / ds böös Muuḷ ~ (ML1 He2 Gi1 Re1 Pl1 Ss1) / ds fräch Muu ~ (Re2) / ds Gfrääs ~ (derb / Gu1 UL1 Wü2 Ss1) / di frächi Schnùra ~ maulen, trotzig reden (derb / Gu2 Ta2); ↑muule. • Schlämperlige aaheiche Schimpfwörter hinterherrufen (Dü1 Ss1).",""
"Aaheichi","(f, -ene): nur in • Ra.: a Aaheichi mache zusammenhängen, Kolonne bilden, bes. mit Schlitten: wier hii fùr z schlittle a lengi Aanheichi gmacht (Pl1); ↑aaschwenze.","[auch Aanheichi (Pl1)]"
"Aahööji","(f, -ene): Hügel, Anhöhe (sds 6,60: We). SYN: Hùbḷ.","[auch Aanhööyi (sds: We)]"
"Aahoorn"," s. Ahoorn.",""
"aahoorne","(-ghoornet): anherrschen (Üb2). SYN: sandutte.",""
"aahowe","(-ghowe): ❶ anschneiden, zB Brot (allg.); SYN: aggǜne. ❷ spontan ansprechen (übertr. / Gu1 Si1); SYN: aataschte.","[heute meist aahoue (r) BE-Wb: 'anschneiden; bei Begegnung anreden; mit Angelrute zucken']"
"aahüüffle","(-ghüüfflet): Kartoffeln beim Ernten aufhäufen (sds 6,210: We). SYN: fùùre.",""
"aahǜǜpe"," (-ghǜǜpet):  anschreien:  dä  het  mier  aaghǜǜpet, ass es mer d Haar hinderi gstreelt het (pb S-7); ↑sandutte.",""
"aahytzgge","(-ghytzgget): antreiben, aufhetzen (wh 144, 176).","[auch aanhitzgge (wh) (r) zu hytzgge (r) Id 2,1835: BE, SO; (FR fehlt)]"
"aaiele"," s. aaijele.",""
"aaijele","(gg-et): streicheln, liebkosen (allg. ohne Dü2 Üb2 / wh 64); i ha mù mit myr Plüschchappa de rächt Backe ggaaielet (ms 95); z'Ayele thuet amena itwäderen öppa wohl (FN 12.2.1907); ‡mǜnzele. SYN: stryychle. ↑ chräbele, hämpfele, pypääperle. • Ra.: aaijeli, maaijeli, Chatz dù Cheib Abzählvers (We1).","[auch aaiele (ms), ääijele (Gu Wü1 Fr2 Re Si Ss), eeijele (Wü2) (r) zu einer Interj. der Zärtlichkeit *äi, *ai (Id 1,3) (r) fehlt in Ma-Wbb]"
"Aala","(f, -e): Ahle (neu / Dü2 Wü1). SYN: Aalessa.",""
"Ääla"," s. Eeli.",""
"aalege","(-ggliit): Kleider anziehen (sds 5,154 / wh 168); brenget g'schwenn der schönsti Rock o leget mo ne an (Stalder 1819: OL); aagliita wy de Santiklous (fa Religion); ↑tuusche.","[auch aanlege (wh)]"
"Aalegi","(f, -ene): Anzug (allg.; sds 5,121: SE / wh 134, 168); är het a Chrismegetti ùn a nüi Aalegi ghäbe (fa Religion); ‡Bchliidig. SYN: Aazùùg, Schaala. ↑ Sùnntigsklùft, Ggomple. ZSS: Sùnntigs~, Chüer~.","[auch Aalegigg (Si2) (r) Id 3,1196: so nur BE-OL, FR]"
"Aalessa","(f, -e): Ahle, Nadel mit Haken, zB von Metzger, Sattler (Ta1 Gi1 Re1 Pl1 / wh 126); de Sattler bruucht mengisch d Aalessa (Gi1); ‡Wärchzüüg. SYN: Aala, Pfrien. ↑ Pflieta, Naadla, Neewer. / ↑metzgge.","[prakt. † (r) ahd alansa 'Ahle'; wie Sägessa aus ahd segansa 'Sense' (Id) (r) wh: ""nur OL"" (r) Id 1,73: nur BE, FR]"
"Aalessereta","(f, -e): Messerstecherei (Wassmer). SYN: Mässereta.","[zu Aalessa; zu -eta s. Schlegleta ]"
"Ääli"," s. Eeli.",""
"aalütte","(-gglüttet): anrufen. ↑Telefon (mache).",""
"aalùùffe","(-glǜffe): ❶ anlaufen, loslaufen: i ha ifach böös aazlùùffe (Ta1); ❷ begegnen, treffen: i bǜ mù graad aagglǜffe (Wü1); SYN: apchoo.",""
"aam~","s. aa~.",""
"aamache","(-gmacht): ❶ befestigen (allg.); SYN: nǜsche. ❷ zubereiten, a) anrühren, zB Salat, Wurstmischung, Beton (allg.); ↑rüere. b) anrüsten, vor dem Melken Zitzen mit Melkfett einreiben: d Chue aamache (Gu1); SYN: linte. ❸ schöne Augen machen, um die Gunst von jmdm. kämpfen (neu / allg2); SYN: aazǜnte. ❹ refl.: sich anschicken, etwas beginnen: as wǜrd si aamache ù de gly a Pätsch [Schnee] aha kie, as giit emel a suura Lùft (pm 102).",""
"aamächerlig","(-er, -scht): anziehend, verlockend (Gu1 We1); sich aamächerlig gää überzeugend auftreten (We1); ‡hǜbsch. ↑ggattiget.","[auch aamächelig (pk) (r) fehlt so im Id; vgl. BE-Wb: aamächelig ]"
"aamäḷde","(-gmäḷdet): anmelden, a) ankündigen; ↑chǜnte. b) registrieren: alz no aagsteckts ù zùm Tiil nit as Maal aagmäldets (ar 92); c) militär. melden (Üb2 Gi1).",""
"Aambiissa"," s. Ambiissa.",""
"Aambiisse·huuffe","(m, -üü-): Ameisenhaufen: näbùm Tǜrli zùr ùnderi Wiid isch a hoja Ambiissehuuffe (pm 85); SYN: Chlamerehuuffe.",""
"aam·brüele"," s. aabrüele.",""
"aamöögge"," s. aamǜǜgge.",""
"aamphaa"," s. aaphaa.",""
"aamǜǜgge","(-gmǜǜgget): anschreien (Gu2). ↑sandutte.","[auch aamöögge (Gu2)]"
"aan","(Part.): ❶ ab, mit best. Zeitpunkt beginnend: va hütt aan (allg.); ❷ an, als Präfix bei Verben, zB aabine, aaggùgge, aaneeije, Aastöössli. SYN: a1. ↑aa~.","[2. heute meist aa~]"
"aanää","(-gnoo): annehmen, auch zB adoptieren (wh 168).","[auch aannää (wh)]"
"ääne"," ❶ (Part.): drüben, jenseits (Gu UL Fr ML OL2); SYN: äänet, anna, anni, ùbera, ùberi. ↑dääne. ❷ (-r, -rscht): weiter drüben; am weitesten drüben: äänër, äänërscht (wh 192). • Raa.: det ääne (sds 6,101: Gu UL Fr Ta He Gi); dert ääne hier bzw. dort drüben (sds: We); ↑dääne. • wytter ääne (He1 Pl2) • z äänerisch ääne im hinderschte Puurehuus (pb Isi39); ↑dääne.","[mhd (j)ënne(n) 'von dort her' (r) Id 1,266]"
"aaneeje","(-gneejt): annähen, zB Knopf (sds 7,77).","[Id 4,711; sds: nur BE, BS, FR, SO]"
"äänefǜǜr","(Part.): drüben, jenseits (wh 30, 56, 95); äänefǜǜr ääne [het] dr Pater mit sym Gsang wytersch gstrodlet (pb Isi26); SYN: äänet, dääne.",""
"äänet","(Part.): drüben, jenseits (wh 95); Sant-Ùùrsche isch äänet dem Bach (Ta1); äänet ùm Bäärg (wh 30); SYN: ääne, äänefǜǜr.","[mhd enent 'jenseits; hierher' (r) Id 1,267]"
"Äänet-dem-Bach-Schröötler","(Pl.): Übername für die Bewohner von St. Ursen. SYN: Hamefrässer.",""
"Aan·ggleger","(n, unveränd.): Kleidung, Art, sich zu kleiden (Pl1); si scheme si a bitz fùr d Schweschter, ass dia esi ùff di Moda laagi gaa im Aanggleger (pb Verse33); SYN: Bchliidig.",""
"aani","(Part.): ohne (Pl1 / wh 57, 118); z'guete Trüen anhi un ani öppis Böses z'deiche (FN 15.1. 1907); ooni sich das zwùùre la z sääge ù ooni z fraage wär de Spender sygi (aj Alergattigs43); SYN: oni.","[auch ooni (Pl1 / aj), ani (FN) (r) Id 1,261]"
"Ääni·att","(m, -ättene): Urgrossvater väterlicherseits (Id). SYN: Äänisvatter.","[† (r) Id 1,586: nur FR]"
"Äänis","(n, kein Pl.): Anis (Üb1 / wh 95, 103, 185). ‡Chrüttli.","[auch Änis (wh) (r) mhd anîs 'Anis']"
"Äänis·bröötli","(n, -eni): Anisgebäck (allg.); Chüechleni, Brätzele ù Änysbröötli (Haas: He); ‡Bacheta.","[heute meist Änisbröötli (r) BE-Wb; BS-Wb; Huus-Rezäpt 38]"
"Äänis·chäärn","(m, -e): Kern der Anispflanze (Üb1 Ta2). ‡Ggwǜǜrz.",""
"Äänis·mueter","(f, -ü-): Urgrossmutter (Fr1 Si1 / wh 73, 103); ‡Vùrwantschaft. SYN: Uurgrossmama, Uurgrossmueter, Uurgrossmuetti. ANT: Uurgrosschinn. ↑ Äänisvatter, Gotta, Grossmueter, Grossmuetti, Grossmama, Gramama, Gramutsch, Muetti.","[auch Äänimueter (Si1) (r) † (r) mhd an(e) 'Vorfahre', später 'Gross-, Urgrosseltern' (r) Id 1,273]"
"Äänis·stäärn","(m, -e): Sternanis (Üb1 Ta1 Gi); fùrn as Gǜferschthee bruucht es Zǜmetzrǜna, Änisstäärne, Linebluescht ù roota Wyy (Ta1); ‡Ggwǜǜrz.",""
"Äänis·vatter","(m, -ä-): Urgrossvater (Si1 / wh 73); ‡Vùrwantschaft. SYN: Ääniatt, Ätti, Uurgrosspappa, Uurgrossvatter. ↑ Äänismueter, Getti, Grampappa, Grossatt, Grosspappa, Grossvatter, Pappa.","[auch Äänivatter (Si1) (r) † (r) mhd an(e) 'Vorfahre', später 'Gross-, Urgrosseltern' (r) Id 1,273]"
"aapäägge","(-et): anschreien (Dü He2 Gi1). ↑sandutte.",""
"aaper"," s. aaber.",""
"aapfùdere"," s. aapfùre.",""
"aapfùre","(-et): anherrschen (Wü2 Üb2 Ta1 Pl2 Ss2). SYN: sandutte.","[auch aapfùdere (Ta1) (r) zu schwzdt pfurre 'surren, schnarren'; lautmalend (Id) (r) Id 5,1179]"
"aapfǜtze","(-et): anherrschen, forsch zurechtweisen (Gu1). SYN: sandutte.",""
"aapfuuse","(-et): anherrschen (Gu1 Ta2 We He1 Gi2 Ss1); «Schwüg», pfuuset ne der Puur an (Kolly 51); SYN: sandutte.",""
"aa·phaa","(-phääbe/-phaḷte): anbehalten, nicht ausziehen (wh 168).","[auch aamphaa (wh)]"
"aapme"," s. aatme.",""
"Aaputsch","(m, kein Pl.): Zusammenstoss, auch Meinungsverschiedenheit: fùr settig Chrieger, wa scho bym erschten Aaputsch i d Chnöü gange (pb Verse69); ↑Gstǜǜrm.",""
"aapyysse"," s. abbyysse.",""
"äär","(Pron.): er (allg. / wh 197); ä(r) manti eppa er sollte dann (He2 Si2); är hets nit bi mù ghääbë (wh 198); vgl. Anhang 2.","[auch är (wh: halbbetont), ä (Ta1 ML2 Gi2 Si2), er (wh; Stalder)]"
"aaranze","(-ggranzet): anhaltend betteln, quengeln, immer wieder zu überreden versuchen (allg1; sds 5,213: Gi); ‡rede. SYN: aachammle, chäre, hǜǜsche, nöörggele, raawe, stǜǜrme, tramächte. ↑ arstrytte, bättle, bitte, Chopf (dǜǜrsetze), dedǜǜrschlaa, määrte, mǜǜrde, nööte, stiere, stùcke, tööbere, ùbergryyne, ùmanää, ùùrfle, widere, wüete, zwinge, zwinggrine.","[veraltend (r) zu oberdt ranze 'balgen, zudringlich werden'; dessen Herkunft unsicher (r) Id 6,1159]"
"Aarba","(f, -e): Arve, Zirbelkiefer (wh 142); SYN: Aarva. ‡Bùùm.","[mit -b- † (r) vorroman Herkunft (Hubschmied 1951,21); vgl. ält. hochdt arbe, arve 'Arve' (r) Bosshard 1978,136]"
"aarbig","(-er, -scht): arven, aus Arvenholz (wh 142). ‡hoḷzig.",""
"Aarbiit","(f, -e): Arbeit, Anstellung (wh 43, 63, 188); SYN: Püez, Tschopp. ↑Wärchet. ZSS: Ggǜtterli~.",""
"Aarbiiter","(m, unveränd.): Arbeiter (Gu2 Wü2 He2 Re2). vgl. Anhang 1.",""
"Äärbs","(f, unveränd./-e): Erbse (allg.; sds 6,194: Gu Dü Fr He We Gi / wh 43, 125, 187); grüeni Äärbsli grüne Erbse mit kl. Kugeln (sds 6,194: Fr); ‡Gmües. ↑ Chǜfḷ, Poamangschtu. ZSS: Acher~, Trösch~, Uusmach~, Zùcker~.","[auch Äärbsli (sds: Fr), Äärbsa, f (wh 189) (r) ahd araw�z 'Erbse' (r) Genus u. Numerus schwer bestimmbar (r) Id 1,429]"
"Äärbsela","(f, -e): gemeiner Sauerdorn: Äärbsela het mù im Stau uufgheicht gäge Zytruusse (Ta1); Äärpsera tüe d Ggiis ù d Chinn gäär chätsche (Dü1); ‡Struuch.","[auch Äärpsera (Dü1) (r) lat berberis, später der Lautung von Äärbs 'Erbse' angepasst; zu -ela s. Spinela1 (r) Id 1,433; BzH 1933,28]"
"Äärbs·stichḷ","(m, -le): Bohnenstange (Üb1 We1 Pl1).",""
"Äärbs·sùppa","(f, -e): Erbsensuppe, häufiges Leichenmahl: hǜbscheli dùm Wǜrtshuus zuetrappet, gan a chǜschtegi Äärpssùppa ga ässe (pb Spät 137).","[auch Äärpssùppa (pb)]"
"äärd·bäbbne","(-päbbnet): erdbeben (Gu1 Üb1 He1 Pl1 Ss1). SYN: äärpǜpme.",""
"Aarfela","(f, -e): Armvoll, Menge, die in den Armen Platz findet (Re1 Pl1); d Buba giit usi ù bringt an Arvela Schytter ù Pengglen (ar 62); SYN: Aarfleta.","[auch Arvela (ar), Haarfela (Re1), Dim. Äärfeli (Pl1) (r) prakt. † (r) mhd armvol; Haar- zeigt, dass die Zs. nicht mehr durchsichtig ist (r) SI-Wb: Arfel, m ]"
" Aarfleta","(f, -e): ❶ Armvoll, Menge, die auf/in den Armen Platz findet, zB Holz, Garben zum Binden (Dü1 Re1 Pl1 Ss1 / wh 112); SYN: Aarfela. ↑ Ggùùffela, Plempḷ. ❷ Arm (wh 112); SYN: Aarm.","[auch Aarfeta (Dü1), Dim. Aarfetli (wh) (r) prakt. †; 2. wh: ""selten, bes. im OL"" (r) zu schwzdt Arfel aus mhd armvol 'was man mit den Armen umfangen kann'; zu -eta s. Huuffeta (r) Id 1,444: Arflata (nur WS)]"
"aarg","(erger/-ö-, ergscht/-ö-): arg, schlimm (wh 192). SYN: liid.",""
"Ääri","(f, -e): Ähre (neu / Üb2 He2). SYN: Eeli.",""
"aariise","(-ggriiset): in die Wege leiten, a) beginnen, schaffen (Gu1 Wü1 Ta2 Gi1 Pl1 Ss1); we dù zaaggisch ù muesch wärwiise, gob dù disersch ù das welisch aariise (pb Verse62); SYN: aafaa. ↑aagattige. b) vorbereiten, bereitstellen (Dü1 Üb ML1 Si1 Ss2); c) anzetteln, Streit entfachen (Wü1 We2 Gi2 Re2); hanni a Tübi ghäbe über där, wo so öppis angreset het (FN 1.2.1909); ↑höḷke.","[auch aareise (Gu1) (r) zu riise ]"
"Aarm","(m, -e): Arm (sds 4,27 / wh 182); ‡Lyyb. SYN: Aarfleta. TEILE: Achsla, Hann, Öḷboge. ZSS: Ober~, Ùnder~. • Ra.: graad i d Aarme lùùffe unerwartet begegnen (Dü2 Pl2); ↑Härra.","[Dim. Äärmli (sds 4,27: Ss / pm) (r) im OL, Jaun u. BE-OL sind Dim. auch für «normalgrosse» Sachen häufig (r) Id 1,452]"
"aarm","(eermer/äärmer, eermscht/äärmscht): arm, mittellos (allg.); di aarme Seckḷpeete sehr arme Leute (Gi1); wier sy nit aarm gsy, wier hii nùmen a kis Gäud ghääbe (aj Alergattigs6); ANT: ryych. ↑ aarmegnǜssig, gmiingnǜssig. / ↑ Gmiin (ùf d ~ choo), schmaaḷbarte.",""
"aarme·gnǜssig","(-er, -scht): fürsorgeabhängig (Dü1 He1). ↑aarm.","[auch aarmegnössig (He1) (r) wer wegen Armut von der Öffentlichkeit unterstützt werden muss, aber auch das Recht dazu hat, zu schwzdt Gnossami 'rechtliche Körperschaft' (r) fehlt in Ma-Wbb]"
"Aarmeseele·liecht","(n, -er): ❶ kl. Öllicht, das zum Gedenken an die Verstorbenen die ganze Nacht brennt (Ss1); ❷ schlechte Beleuchtung (übertr.); [di maageri Hiiteri isch] am erschte de Grossmuetersch Aarmeseeleliechtli (pb Isi33).","[Dim. Aarmeseeleliechtli (pb)]"
"Aarmevogt","(m, -e): Vormund (pk).","[fehlt so in Ma-Wbb]"
"Äärmḷ","(m, -le): Kleiderschrank (sds 7,190: Üb He / pk). SYN: Pùfett.","[zu frz armoire 'Schrank'; das zu lat armarium (r) Id 1,460: Eermel 'Schrank in Stube, Kleiderkasten' (nur FR)]"
"Äärmli","(n, -eni): Hermelin, gr. Wiesel, mit weissem Winterhaar u. schwarzer Schwanzspitze (Ta1 Gi2 Pl1); SYN: Däärmli. ↑Maarder.","[ahd harmilo, harmil�n 'Wiesel; Hermelin' (r) Id 2,1607: Hermeli 'Hermelin']"
"Äärnscht"," s. Äärscht.",""
"Äärnt","(f, -e): Ernte (We1); U-BEGRIFFE: Sùmmeret, Tröscheta. ↑ Hoof, Maschyna, Wärchet. Werkzeug: Aatraager, Choorgabla, Flegḷ, Fluegg, Gabla, Hächla, Häpperetùmmer, Hüüffliräche, Pǜmpùùm, Räche, Sägessa, Trüegla, Wana, Woorb, Woorbgabla, etc.","[auch Äärnta (neu)]"
"Äärps"," s. Äärbs.",""
"Äärpsera"," s. Äärbsela.",""
"äärpǜpme","(-et): erdbeben (wh 140); SYN: äärdbäbbne, häärpǜpne. ↑schǜttle.","[† (r) zu mhd ërde + bidemen 'beben' (r) Id 4,921 nur: ärdbebne, ärdbebme (GR)]"
"Aarsch","(m, Äärsch/Äärscher): Hintern, Po (derb / wh 181); SYN: Chratte. ↑lamaaschig.",""
"Äärscht","(m, kein Pl.): ❶ Ernst, Entschiedenheit (wh 126, 185); ❷ Vorname Ernst (wh 168).","[auch Äärnscht (wh 168) (r) Id 1,465]"
"äärscht","(-er, -escht): ernst (wh 168); z äärschtùm (wh 134); aß si äärschter isch ù allz rüwiger nǜmpt (pb Ana91); ANT: liecht.",""
"äärschtig","(-er, -scht): a) schnell, rasch (sds 6,33: Pl); ↑ruuch. b) eifrig, fleissig (wh 31); allz, wa si befole hii, het äär ging äärschtig ù schneidig gmacht (pb Isi59); ↑ggwǜrbig. • Ra.: gi/ging äärschtig immer wieder, unaufhörlich (Pl1 Ss1); hange [am Alte] ù schääle glyych ging äärschtig nam Nüwe (pb Spät74); ↑ ging, reez, (a iim) Tromm.","[Id 1,466]"
"Aart","(f, -e): Art, a) Eigenart: dä het ganz a koomischi Aart (He2); b) Sorte, Gattung: da isch hǜbscheli an Aart Vùrliider ùber mer choe (pb Spät149); SYN: Gattig. • Raa.: ùf di Aart so (Dü1); ↑asoo. • an Aart so etwas wie, ähnlich wie: da isch hǜbscheli an Aart Vùrliider ùber mer choe (pb Spät149) • Aart gschleet nit va Aart etwa: der Apfel fällt nicht weit vom Stamm (ar).",""
